AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-12205676,0,Hustle & Shake The B.I.G. Live Resin 1.0 g Prefilled Vape Cartridge,51,Vape,Prefilled Vape Cartridge,700,780,mg/g,0,10,mg/g,12,FALSE,FALSE,$305.28,$305.28,$25.44,$36.49, - , - ,Ayurcann,Hustle & Shake,The B.I.G. Live Resin Vape Cartridge,Hustle & Shake The B.I.G. Live Resin Prefilled Vape Cartridge,Better / Mainstream,Sativa,Sativa,Ontario,,,Alpha/Beta Pinene,25.0,Limonene,25.0,Terpinolene,25.0,Linalool,1,g,1,1,4.0,12.7,12.7,17.8,300,Polyethylene,14.9,9.2,3.8,20,628634064191,10628634064198
CNB-12205677,0,Fuego Strawberry Cannacolada 1.0 g Prefilled Vape Cartridge,300,Vape,Prefilled Vape Cartridge,850,900,mg/g,0,30,mg/g,12,FALSE,FALSE,$267.12,$267.12,$22.26,$31.99, - , - ,Ayurcann,Fuego,Strawberry Cannacolada Vape Cartridge,Fuego Strawberry Cannacolada Prefilled Vape Cartridge,Good / Value,Blend,Blend,Ontario,,,Caryophyllene,40.0,Linalool,40.0,Various,20.0,,1,g,1,1,4.0,12.7,12.7,17.8,300,Polyethylene,14.9,9.2,3.8,20,628634064665,10628634064662
CNB-12205799,0,Hustle & Shake BOBM 1.0 g Prefilled Vape Cartridge,44,Vape,Prefilled Vape Cartridge,840,900,mg/g,0,10,mg/g,12,FALSE,FALSE,$267.12,$267.12,$22.26,$31.99, - , - ,Ayurcann,Hustle & Shake,BOBM Vape Cartridge,"Hustle & Shake BOBM Prefilled Vape Cartridge
",Better / Mainstream,Indica,Grape Ape x Purple Punch,Ontario,London and Leamington/Essex,,D-Limonene,0.0,Alpha Pinene,0.0,Alpha Humulene,0.0,D-3-Carene,1,g,1,1,4.0,15,10,15,410,HDPE,9.2,3.81,11.43,26,00628634064887,10628634064884
CNB-12205949,0,Sunny Daze 2 x 1g Pre-Rolls,39,Pre-Roll,Pre-Rolls,190,250,mg/g,0,10,mg/g,24,FALSE,FALSE,$190.80,$190.80,$7.95,$11.99, - , - ,Ayurcann,Fuego,Sunny Daze,Sunny Daze Pre-Rolls,Good / Value,Sativa,Rotating Single Strain,Ontario,,,Limonene,30.0,Alpha/Beta Pinene,25.0,Linalool,25.0,"Terpinolene,Beta-Caryophyllene",1,g,1,1,2.0,12.7,12.7,17.8,300,Plastic,2,10,2,7,628634064061,10628634064068
CNB-12205950,0,Flavour of the Month 3 x 0.5g Pre-Rolls,61,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,24,FALSE,FALSE,$190.80,$190.80,$7.95,$11.99, - , - ,Ayurcann,Hustle & Shake,Flavour of the Month,Flavour of the Month Pre-Rolls,Good / Value,Hybrid,Rotating Single Strain,Ontario,,,Various,0.0,,,,,,1.5,g,3,0.5,3.0,12.7,12.7,17.8,300,Plastic,2,10,2,8,628634064139,10628634064136
CNB-12205951,0,Hippie Classic 1 x 0.5g Pre-Roll,1,Pre-Roll,Pre-Rolls,150,200,mg/g,0,10,mg/g,24,FALSE,FALSE,$71.28,$71.28,$2.97,$4.49, - , - ,Ayurcann,XPLOR,Hippie Classic,Hippie Classic Pre-Rolls,Good / Value,Hybrid,Rotating Single Strain,Ontario,,,Humulene,20.0,Myrcene,20.0,Caryophyllene,15.0,Limonene,0.5,g,1,0.5,0.5,12.7,12.7,17.8,300,Plastic,2,10,2,5.5,628634064245,10628634064242
CNB-12206088,0,Flavour of the Month 3.5g Dried Flower,38,Dried Flower,Dried Flower,200,270,mg/g,0,10,mg/g,24,FALSE,FALSE,$286.32,$286.32,$11.93,$17.49, - , - ,Ayurcann,Hustle & Shake,Flavour of the Month,Flavour of the Month Dried Flower,Good / Value,Hybrid,Rotating Single Strain,Ontario,,,Various,0.0,,,,,,3.5,g,1,3.5,3.5,12.7,12.7,17.8,300,Plastic,1.5,7,6,5.5,628634064184,10628634064181
CNB-12304690,0,Amnesia Haze 1 x 0.5g Pre-Roll,348,Pre-Roll,Pre-Rolls,200,260,mg/g,0.01,10,mg/g,24,FALSE,FALSE,$78.72,$78.72,$3.28,$4.99, - , - ,Sensi Brands,Station House,Amnesia Haze,"Amnesia Haze is a strong sativa with fresh and energizing aromas of pine and citrus. It comes with a humidity device for lasting freshness. Quality cannabis, everyday fares.   
",Good / Value,Sativa,Amnesia Haze,Ontario,SW ON,,Caryophyllene,35.0,Myrcene,30.0,Terpineol,20.0,,0.5,g,1,0.5,0.5,10,15,10,100,Polypropelene,9,2,2,2,676338001639,10676338001636
CNB-12304691,0,Ghost Train Haze 1 x 0.5g Pre-Roll,239,Pre-Roll,Pre-Rolls,180,220,mg/g,0.01,10,mg/g,24,FALSE,FALSE,$78.72,$78.72,$3.28,$4.99, - , - ,Sensi Brands,Station House,Ghost Train Haze,"Ghost Train Haze single pre-roll is perfect for the solo traveler. A sativa with crisp, fresh and energizing aromas of citrus and florals, this powerful sativa is distinguished by dense buds blanketed in white, crystal-capped trichomes. Ghost Train Haze comes in a convenient pop-top tube. Perfectly rolled every time for a smooth burn. Quality cannabis, everyday fares.
",Good / Value,Sativa,Ghost Train Haze,Ontario,SW ON,,Myrcene,25.0,Caryophyllene,15.0,Humulene,10.0,,0.5,g,1,0.5,0.5,10,15,10,100,Polypropelene,9,2,2,2,676338001622,10676338001629
CNB-12304692,0,Pink Kush 1 x 0.5g Pre-Roll,204,Pre-Roll,Pre-Rolls,180,220,mg/g,0.01,10,mg/g,24,FALSE,FALSE,$78.72,$78.72,$3.28,$4.99, - , - ,Sensi Brands,Station House,Pink Kush,"Classic Station House pre-rolls made from whole flower Pink Kush. Pink Kush is a  indica known for its bright bud with vibrant pink hairs and a frosting of trichomes. It has hints of sweet vanilla and a candy perfume - Pink Kush is a legendary strain. Precisely weighed and machine rolled for an ideal, even burn. Packed with a humidity device to extend freshness. Conveniently packed in our six-pack, so you can always have some around. Quality cannabis, everyday fares.",Good / Value,Indica,Pink Kush,Ontario,SW ON,,Myrcene,30.0,Caryophyllene,25.0,Terpinolene,15.0,,0.5,g,1,0.5,0.5,10,15,10,100,Polypropelene,9,2,2,2,676338001660,10676338001667
CNB-12304693,0,GG#4 1 x 0.5g Pre-Roll,18,Pre-Roll,Pre-Rolls,180,220,mg/g,0.01,10,mg/g,24,FALSE,FALSE,$78.72,$78.72,$3.28,$4.99, - , - ,Sensi Brands,Station House,GG#4,"GG#4 is a potent indica strain that contains high THC levels and produces a strong, skunky perfume when burned. It's known for its earthy and pungent attributes, and it's heavy resin content. Packed with a humidity device to extend for lasting freshness. Quality cannabis, everyday fares
",Good / Value,Indica,GG#4,Ontario,SW ON,,Alpha/Beta Pinene,40.0,Myrcene,25.0,Guaiol,10.0,,0.5,g,1,0.5,0.5,10,15,10,100,Polypropelene,9,2,2,2,676338001653,10676338001650
CNB-12304694,0,OG Kush 1 x 0.5g Pre-Roll,88,Pre-Roll,Pre-Rolls,180,220,mg/g,0.01,10,mg/g,24,FALSE,FALSE,$78.72,$78.72,$3.28,$4.99, - , - ,Sensi Brands,Station House,OG Kush,"OG Kush is a strong indica with a lineage drawn from Hindu Kush and Chemdog from Northern California. Packed with a humidity device for lasting freshness. Quality cannabis, everyday fares.",Good / Value,Indica,OG Kush,Ontario,SW ON,,Caryophyllene,35.0,Limonene,30.0,Myrcene,15.0,,0.5,g,1,0.5,0.5,10,15,10,100,Polypropelene,9,2,2,2,676338001646,10676338001643
CNB-12304695,0,Blue Dream 6 x 0.5g Pre-Rolls,19,Pre-Roll,Pre-Rolls,180,220,mg/g,0.01,10,mg/g,12,FALSE,FALSE,$208.92,$208.92,$17.41,$24.99, - , - ,Sensi Brands,Station House,Blue Dream,"Classic Station House pre-rolls are made from whole flower Blue Dream - a strong sativa that comes from crossing Blueberry and Haze. Blue Dream offers crisp, fresh and energizing aromas of berries, citrus and herbs. Machine rolled and packed just right for the perfect burn, every time. Precisely weighed and machine-rolled for an ideal, even burn. Quality cannabis, everyday fares.",Good / Value,Sativa,Blue Dream,Ontario,SW ON,,Alpha/Beta Pinene,30.0,Myrcene,20.0,Linalool,15.0,,3,g,6,0.5,3.0,10,15,10,200,Polypropelene,2,5,9,10,676338000243,10676338000240
CNB-12304696,0,Powdered Donuts 3 x 0.5g Pre-Rolls,0,Pre-Roll,Pre-Rolls,250,310,mg/g,0,10,mg/g,6,FALSE,FALSE,$84.48,$84.48,$14.08,$19.99, - , - ,Sensi Brands,SensiMila,Powdered Donuts,"High-grade, small-batch pre-rolls to enjoy premium flower on the go, SensiMila Powdered Donuts is a potent indica with aromas of tangy citrus and sweet cream. Every pre-roll is precisely weighed and rolled in classic cones that are packed just right for the perfect burn every time. Ideal for sharing and for solo sessions, this small-batch drop is available in our premium three pre-roll multi-packs. Every box includes a humidity device inside for optimal product integrity and consumption experience.
",Good / Value,Indica,Powdered Donuts,Ontario,SW ON,,Caryophyllene,35.0,Limonene,20.0,Myrcene,10.0,,1.5,g,3,0.5,1.5,10,15,10,150,Paper,5,5,7,5,676338000625,10676338000622
CNB-12304697,0,Legendary Larry 3 x 0.5g Pre-Rolls,0,Pre-Roll,Pre-Rolls,250,310,mg/g,0,10,mg/g,6,FALSE,FALSE,$84.48,$84.48,$14.08,$19.99, - , - ,Sensi Brands,SensiMila,Legendary Larry,"High-grade small-batch pre-rolls to enjoy premium flower on the go, SensiMila Legendary Larry is a high-THC indica with a very clean and piney aroma. Every pre-roll is precisely weighed and rolled in classic cones that are packed just right for the perfect burn every time. Ideal for sharing and for solo sessions, this small-batch drop is available in our premium three pre-roll multi-packs. Every box includes a humidity device inside for optimal product integrity and consumption experience.
",Good / Value,Indica,Legendary Larry,Ontario,SW ON,,Myrcene,30.0,Linalool,25.0,Limonene,15.0,,1.5,g,3,0.5,1.5,10,15,10,150,Paper,5,5,7,5,676338001851,10676338001858
CNB-12304882,0,Banana Cream 7 g Dried Flower,402,Dried Flower,Dried Flower,170,220,mg/g,0,10,mg/g,6,FALSE,FALSE,$141.36,$141.36,$23.56,$33.99, - , - ,Sensi Brands,Potluck,Banana Cream,"For the discount smoker looking for something different, Potluck is a new take on the 'value ounce' -- featuring whole flower-pouches designed for mixing and matching your way to an ounce. Potluck is available in Indica, Sativa, Hybrid 7g options. The word pot-luck appears in the 16th century English work of Thomas Nashe, and used to mean 'food provided for an unexpected or uninvited guest, the luck of the pot'. Potluck dinners are events where the attendees bring a dish to a meal - a different meal. Potluck Indica Dominant Hybrid will launch with Banana Cream and will continually introduce new craft, boutique strains as product sells out. This strain emits strong notes of bananas, with a hint of orange and spearmint and expresses tight lime green buds.",Ultra Value,Indica,Banana Cream,Ontario,,,Myrcene,40.0,Limonene,25.0,Humulene,15.0,,7,g,1,7,7.0,17.5,22.5,12.5,50,PET,20,2,13,7.5,676338001394,10676338001391
CNB-12304883,0,Frosted Cherry 7g Dried Flower,114,Dried Flower,Dried Flower,170,220,mg/g,0,10,mg/g,6,FALSE,FALSE,$141.36,$141.36,$23.56,$33.99, - , - ,Sensi Brands,Potluck,Frosted Cherry,"For the discount smoker looking for something different, Potluck is a new take on the 'value ounce' -- featuring whole-flower pouches designed for mixing and matching your way to an ounce. Potluck is available in Indica, Sativa, Hybrid 7g options. The word pot-luck appears in the 16th century English work of Thomas Nashe, and used to mean 'food provided for an unexpected or uninvited guest, the luck of the pot'. Potluck dinners are events where the attendees bring a dish to a meal - a different meal. Potluck Indica Dominant Hybrid will launch with Frosted Cherry and will continually introduce new craft, boutique strains as product sells out. This strain is tasty like the classic GSC with a sweet profile that's also crisp and fresh. The smooth taste makes for an enjoyable smoke.",Ultra Value,Hybrid,Frosted Cherry,Ontario,,,Caryophyllene,30.0,Linalool,25.0,Terpinolene,14.0,,7,g,1,7,7.0,17.5,22.5,12.5,50,PET,20,2,13,7.5,676338001370,10676338001377
CNB-12304884,0,Orange Layer Cake 7 g Dried Flower,169,Dried Flower,Dried Flower,180,220,mg/g,0,10,mg/g,6,FALSE,FALSE,$141.36,$141.36,$23.56,$33.99, - , - ,Sensi Brands,Potluck,Orange Layer Cake,"For the discount smoker looking for something different, Potluck is a new take on the 'value ounce' --featuring whole-flower pouches designed for mixing and matching your way to an ounce. Potluck is available in Indica, Sativa, Hybrid 7g options. The word pot-luck appears in the 16th century English work of Thomas Nashe, and used to mean 'food provided for an unexpected or uninvited guest, the luck of the pot'. Potluck dinners are events where the attendees bring a dish to a meal - a different meal. Potluck Sativa will launch with Mimosa and will continually introduce new craft, boutique strains as product sells out. Mimosa has a strong aroma and flavour of orange.",Ultra Value,Sativa,Mimosa,Ontario,,,Limonene,40.0,Myrcene,30.0,Caryophyllene,10.0,,7,g,1,7,7.0,17.5,22.5,12.5,50,PET,20,2,13,7.5,676338001387,10676338001384
CNB-12304885,0,Pineapple Express 7g Dried Flower,388,Dried Flower,Dried Flower,180,220,mg/g,0,10,mg/g,6,FALSE,FALSE,$141.36,$141.36,$23.56,$33.99, - , - ,Sensi Brands,Potluck,Pineapple Express,"For the discount smoker looking for something different, Potluck is a new take on the 'value ounce' -- featuring whole-flower pouches designed for mixing and matching your way to an ounce. Potluck is available in Indica, Sativa, Hybrid 7g options. The word pot-luck appears in the 16th century English work of Thomas Nashe, and used to mean 'food provided for an unexpected or uninvited guest, the luck of the pot'. Potluck dinners are events where the attendees bring a dish to a meal - a different meal. Potluck Sativa with Pineapple Express is a classic sativa strain  made by crossing Trainwreck with Hawaiian. This strain packs a punch to your palate with bright citrus notes infused with pineapple and earthy pine, thanks to the terpenes of caryophyllene, limonene and pinene.",Ultra Value,Sativa,Pineapple Express,Ontario,,,Caryophyllene,30.0,Myrcene,20.0,Linalool,19.0,,7,g,1,7,7.0,17.5,22.5,12.5,50,PET,20,2,13,7.5,676338001417,10676338001414
CNB-12306011,0,Potluck Taster Pack 4 x 0.5g Pre-Rolls,97,Pre-Roll,Pre-Rolls,180,240,mg/g,0,1,mg/g,12,FALSE,FALSE,$142.44,$142.44,$11.87,$16.99, - , - ,Sensi Brands,Potluck,Taster,Potluck Taster Pack Pre-Rolls,Good / Value,Hybrid,"4 strains of - Orange Layer Cake, Pineapple Express, Banana Cream, Frosted Cherry",Ontario,SW ON,,Caryophyllene,25.0,Myrcene,25.0,Linalool,25.0,,2,g,4,0.5,2.0,15,6,10,10,Polypropelene,7,2,5,5,676338002049,10676338002046
CNB-12306012,0,Station House Holiday Variety Pack 6 x 0.5 g Pre-Rolls,11,Pre-Roll,Pre-Rolls,200,280,mg/g,0,1,mg/g,12,FALSE,FALSE,$208.92,$208.92,$17.41,$24.99, - , - ,Sensi Brands,Station House,Holiday Variety Pack,Station House Holiday Variety Pack Pre-Rolls,Better / Mainstream,Hybrid,"Northern Lights, Jack Frost, Gingerbread Kush, Milk&Cookies, Sugarplum Fairy, Christmas Tree Cake",Ontario,SW ON,,Alpha/Beta Pinene,30.0,Myrcene,20.0,Linalool,15.0,,3,g,6,0.5,3.0,15,6,10,10,Polypropelene,2,5,9,10,676338002599,10676338002596
CNB-12404648,0,Halcyon Garlic Z 1 x 0.5g Pre-Roll,146,Pre-Roll,Pre-Rolls,220,280,mg/g,0,10,mg/g,24,FALSE,FALSE,$106.56,$106.56,$4.44,$6.49, - , - ,Greentone,Halcyon,Garlic Z,"Halcyon selected Garlic Z as its first cultivar to launch BECAUSE 'garlic' is not for everybody. We know the name in itself will challenge some, others will be wholeheartedly attracted to its promise. Garlic Z is the beginning of Halcyon's rallying cry, a declaration against the too standardized, the uninteresting and the insipid. Each cultivar in our collection speaks one and the same language: that of discovery. This is a collection for the living, the explorers, a collection that serves up a diversity of uncommon strains and rare phenotypes, without prejudice, but for the sole pleasure of exceptional cannabis experiences. There are as many cultivars & phenotypes as there are people with different taste preferences. Halcyon salutes you all but first introduces Garlic.
",Good / Value,Indica,GMO x OZ Kush,Quebec,Becancour,,Caryophyllene,50.0,Myrcene,20.0,Humulene,20.0,,0.5,g,1,0.5,0.5,12.07,15.24,10.16,68,Plastique #5 PP,1.9,11.7,1.9,5.5,800129900393,10800129900918
CNB-12404649,0,Halcyon Blue Dream 1 x 0.5g Pre-Roll,30,Pre-Roll,Pre-Rolls,160,220,mg/g,0,10,mg/g,24,FALSE,FALSE,$88.80,$88.80,$3.70,$5.49, - , - ,Greentone,Halcyon,Blue Dream,"Blue Dream is a classic, nostalgic cultivar that combines two legendary parents, Blueberry and Haze, producing a high-THC, sativa-dominant cultivar. It's main terpene profile of pinene, caryophyllene, myrcene, limonene and humulene create the sweet berry smell and pungent base notes of juicy blueberry, and head notes of sweet earth that fans of this cultivar rally behind. Grown in a state-of-the-art greenhouse, this sun-grown, rain watered, hang dried cultivar with 2.7 per cent terpenes is sure to live up to its Blue Dream name.  
",Good / Value,Sativa,DJ Short's Blueberry x Santa Cruz Haze,Quebec,,,Pinene,50.0,Caryophyllene,17.0,Myrcene,17.0,,0.5,g,1,0.5,0.5,12.07,15.24,10.16,68,Plastique #5 PP,1.9,11.7,1.9,5.5,800129902809,10800129902813
CNB-12404828,0,Kush Cookies 1g Dried Flower,109,Dried Flower,Dried Flower,230,300,mg/g,0,10,mg/g,24,FALSE,FALSE,$160.08,$160.08,$6.67,$9.99, - , - ,Greentone,3Saints,Kush Cookies,"You'll whisper its name in reverential tones after this bud passes your lips - 'Kush Cookies'. Potent, terpene-rich, with dense and sticky buds, Kush Cookies is a rare lineage of GMO Cookies and OZ Kush that delivers highly aromatic notes of savoury herbs and spicy earth, with undertones of citrus and musk. 3Saints Kush Cookies has an average terpene percentage at an astounding 4.4 per cent (varies by lot). The dominant  terps are caryophyllene, limonene and linolool, grown righteously in the sun in a hybrid greenhouse, rain watered, hand harvested, hang dried and expertly cured. All this delivers high flavour, high Potency and high terpenes. What's not to revere? Go on, whisper the name again 'Kush Cookies'.",Better / Mainstream,Indica,Kush Cookies,Quebec,Becancour,,Caryophyllene,65.0,Humulene,20.0,Bisabolol,9.0,,1,g,1,1,1.0,16.2,30.48,20.8,400,Mylar,14.48,10.08,5.08,11,800129902762,10800129902783
CNB-12404829,0,Kush Cookies 3.5g Dried Flower,213,Dried Flower,Dried Flower,230,300,mg/g,0,10,mg/g,12,FALSE,FALSE,$222.48,$222.48,$18.54,$26.99, - , - ,Greentone,3Saints,Kush Cookies,"You'll whisper its name in reverential tones after this bud passes your lips - 'Kush Cookies'. Potent, terpene-rich, with dense and sticky buds, Kush Cookies is a rare lineage of GMO Cookies and OZ Kush that delivers highly aromatic notes of savoury herbs and spicy earth, with undertones of citrus and musk. 3Saints Kush Cookies has an average terpene percentage at an astounding 4.4 per cent (varies by lot). The dominant  terps are caryophyllene, limonene and linolool, grown righteously in the sun in a hybrid greenhouse, rain watered, hand harvested, hang dried and expertly cured. All this delivers high flavour, high Potency and high terpenes. What's not to revere? Go on, whisper the name again 'Kush Cookies'.",Better / Mainstream,Indica,Kush Cookies,Quebec,Becancour,,Caryophyllene,65.0,Humulene,20.0,Bisabolol,9.0,,3.5,g,1,3.5,3.5,18.7,25,9,552,Mylar,6.4,6.2,6.2,31,800129902670,10800129902684
CNB-12405476,0,Kush Cookies 28g Dried Flower,331,Dried Flower,Dried Flower,230,300,mg/g,0,10,mg/g,6,FALSE,FALSE,$584.94,$584.94,$97.49,$139.99, - , - ,Greentone,3Saints,Kush Cookies,"You'll whisper its name in reverential tones after this bud passes your lips - 'Kush Cookies'. Potent, terpene-rich, with dense and sticky buds, Kush Cookies is a rare lineage of GMO Cookies and OZ Kush that delivers highly aromatic notes of savoury herbs and spicy earth, with undertones of citrus and musk. 3Saints Kush Cookies has an average terpene percentage at an astounding 4.4 per cent (varies by lot). The dominant  terps are caryophyllene, limonene and linolool, grown righteously in the sun in a hybrid greenhouse, rain watered, hand harvested, hang dried and expertly cured. All this delivers high flavour, high Potency and high terpenes. What's not to revere? Go on, whisper the name again 'Kush Cookies'.",Better / Mainstream,Indica,Kush Cookies,Quebec,Becancour,,Caryophyllene,65.0,Humulene,20.0,Bisabolol,9.0,,28,g,1,28,28.0,9.04,29.05,19.37,136.08,PET,8.7,0,9.67,93.5,800129900171,10800129900550
CNB-12405371,0,Kush Cookies 20 x 0.35g Pre-Rolls,74,Pre-Roll,Pre-Rolls,230,300,mg/g,0,5,mg/g,12,FALSE,FALSE,$390.00,$390.00,$32.50,$46.49, - , - ,Greentone,3Saints,Kush Cookies,Kush Cookies Pre-Rolls,Good / Value,Indica,Kush Cookies,Quebec,,,Caryophyllene,40.0,Cedrene,30.0,Limonene,20.0,,7,g,20,0.35,7.0,13.02,25.88,19.53,158.75,Mylar,5.08,12.7,15.24,14.4,800129900119,10800129900475
CNB-12405477,0,3Saints Sundae Strudel 1g Dried Flower,9,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,24,FALSE,FALSE,$155.76,$155.76,$6.49,$9.99, - , - ,Greentone,3Saints,Sundae Strudel,3Saints Sundae Strudel Dried Flower,Better / Mainstream,Indica,Cherry Strudel x Sundae Driver,Quebec,,,Caryophyllene,0.0,Myrcene,0.0,Limonene,0.0,,1,g,1,1,1.0,20.8,29.1,14.9,153.4,Mylar,14.48,0,5.08,11,800129900249,10800129900642
CNB-12405478,0,3Saints Sundae Strudel 3.5g Dried Flower,91,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$194.88,$194.88,$16.24,$24.99, - , - ,Greentone,3Saints,Sundae Strudel,3Saints Sundae Strudel Dried Flower,Better / Mainstream,Indica,Cherry Strudel x Sundae Driver,Quebec,,,Caryophyllene,0.0,Myrcene,0.0,Limonene,0.0,,3.5,g,1,3.5,3.5,13.02,19.53,13.18,86.2,PET,6.4,0,6.2,34.5,800129902700,10800129902714
CNB-12504646,0,St Henri Blend 5 x 0.5g Pre-Rolls,0,Pre-Roll,Pre-Rolls,180,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$171.60,$171.60,$14.30,$20.49, - , - ,Great White North Growers,514,St Henri Blend,"A pre-roll of blended premium kush strains. 
",Better / Mainstream,Indica,St Henri Blend,Quebec,Montreal,,Caryophyllene,27.0,Ocimene,20.0,,,,2.5,g,5,0.5,2.5,13,13.25,10,42.5,Plastic,10.1,3.1,3.1,11.2,628176622293,10628176622290
CNB-12504824,0,Amnesia Haze 3.5g Dried Flower,21,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$273.48,$273.48,$22.79,$32.99, - , - ,Great White North Growers,Great White North Growers,Amnesia Haze,Amnesia Haze Dried Flower,Better / Mainstream,Sativa,Amnesia Haze,Quebec,,,Trans Caryophyllene,24.0,Limonene,24.0,Farnesene,20.0,Myrcene,3.5,g,1,3.5,3.5,18.7,12.35,15.5,68.5,plastic,5.9,7,5,40,00628176622316,10628176622313
CNB-12504825,0,Platinum Kush Breath 3.5g Dried Flower,0,Dried Flower,Dried Flower,180,240,mg/g,0,20,mg/g,12,FALSE,FALSE,$209.88,$209.88,$17.49,$24.99, - , - ,Great White North Growers,Great White North Growers,Platinum Kush Breath,Platinum Kush Breath is a potent indica strain with a strong sedative high that has a wonderful floral taste and earthy aromas.,Better / Mainstream,Indica,Platinum Kush Breath,Quebec,,,Caryophyllene,20.0,Ocimene,15.0,,,,3.5,g,1,3.5,3.5,18.7,12.35,15.5,68.5,plastic,5.9,7,5,40,00628176622309,10628176622306
CNB-12505810,0,Fruity Pebbles OG 3.5g Dried Flower,79,Dried Flower,Dried Flower,230,290,mg/g,0,10,mg/g,12,FALSE,FALSE,$279.84,$279.84,$23.32,$33.49, - , - ,Great White North Growers,Vertical 7,Fruity Pebbles OG,Fruity Pebbles OG Dried Flower,Better / Mainstream,Indica,Fruity Pebbles OG,Quebec,,,Trans Caryophyllene,35.0,Limonene,34.0,Myrcene,31.0,"Linalool,Farnesene,Humulene",3.5,g,1,3.5,3.5,18.7,12.35,15.5,68.5,plastic,5.9,7,5,40,628176622866,10628176622863
CNB-12604927,0,CnC 7g Dried Flower,69,Dried Flower,Dried Flower,170,230,mg/g,0,10,mg/g,12,FALSE,FALSE,$445.20,$445.20,$37.10,$52.99, - , - ,Battle River Pharmaceuticals,Battle River Bud,CnC,"This is a plant that turns very purple in late stage growth and gives off a fruity smell, bordering on doughy. Rub the stem and you smell cinnamon. The plant is hung whole to  maximize the expression of terpenes while curing. The buds are especially dense with an olive green color and rust brown hairs, thoroughly coated with a white dusting of trichomes. The scent of these dried buds is  a sweet earthy, doughy smell with undertones of cinnamon, vanilla and citrus.",Good / Value,Indica,CookiesnCream x Purple Punch,Alberta,Central Alberta,,Farnesene,30.0,Trans Caryophyllene,30.0,Limonene,20.0,"Alpha Pinene,Alpha Bisabolol,Terpineol,Alpha Humulene,Ocimene,Ocimene,Guaiol,Terpineol,Endo Fenchyl,Beta Myrcene,linalool,Citronellol,Caryophyllene Oxide,Camphene,Beta Myrcene,Terpineol",7,g,1,7,7.0,10,21,21,83.35,Mylar,3,18,10,13.54,628678238084,10628678238081
CNB-12604928,0,Fossil Fuel 7g Dried Flower,32,Dried Flower,Dried Flower,170,230,mg/g,0,10,mg/g,12,FALSE,FALSE,$445.20,$445.20,$37.10,$52.99, - , - ,Battle River Pharmaceuticals,Battle River Bud,Fossil Fuel,"Fossil Fuel is a strain that is very difficult to grow. It takes more love and attention than any of our other offerings. It requires more crop steering and pruning than other varieties available, but the final product is clearly worth the challenge. It has the narrow leaves of a sativa, yet puts off shoots that look like vines and always looks stressed during growth but produces an outstanding product. This has a high THC value for a sativa. The whole plant is hung in the curing process to promote retention of THC and terpenes. These plants have very tight, dense olive drab colored buds with orange and white pistils that have a moderate frosting of trichomes. These buds have a very gassy smell complimented with sweet and spicy overtones with a hint of citrus.",Good / Value,Sativa,Stoned Yeti,Alberta,Central Alberta,,Trans Caryophyllene,30.0,Limonene,30.0,Farnesene,20.0,"Beta Myrcene,Linalool,Alpha Bisabolol,Alpha Humulene,Alpha Pinene,Terpineol,Beta Pinene,Ocimen,Endo Fenchyl,Trans Nerolidol,Camphene,Caryophyllene Oxide,Terpinolene,Citronellol",7,g,1,7,7.0,10,21,21,83.35,Mylar,3,18,10,13.54,628678238121,10628678238128
CNB-12706309,0,Goddess 3.5g Dried Flower,250,Dried Flower,Dried Flower,200,260,mg/g,0,50,mg/g,12,TRUE,FALSE,$394.32,$394.32,$32.86,$47.99, - , - ,Edgewood Products,HeadTop,Goddess,Goddess Dried Flower,Best / Premium,Indica,Goddess,Alberta,Central Alberta,,Caryophyllene,2.21,Beta Pinene,1.09,Alpha Pinene,0.99,"Limonene,Humulene,myrcene,Linalool",3.5,g,1,3.5,3.5,7.5,23,14,257,Glass,6.5,0,5.5,86,627987904383,10627987904380
