AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-00403297,0,Stonefruit Sunset 3.5g Dried Flower,4,Dried Flower,Dried Flower,190,250,mg/g,0,100,mg/g,12,FALSE,FALSE,$293.76,$293.76,$24.48,$34.99, - , - ,Aurora Cannabis,San Rafael '71,Stonefruit Sunset,"There's no better scenery than our Stonefruit Sunset! Just crack open a jar and discover pure tropical chill with these big, vibrant green and purple buds covered in bursts of bright orange pistils. Take your nose on a funkadelic sensory ride with wild fruit, sherbet and gas aromas - all from a rad mix of caryophyllene, limonene and myrcene terps. Bred as part of our new proprietary lineup, this 100 per cent original strain is a gorgeous cross between classic Fuel and Gelato strains. With high THC, Stonefruit Sunset is your ticket to island paradise. All of our premium strains are hang dried, hand finished and hand bottled, so you only get the biggest, frostiest and stickiest buds. Every jar includes a humidity pack to help keep your buds fresher for longer.",Better / Mainstream,Hybrid,Stonefruit Sunset,Alberta,,,Caryophyllene,52.0,Myrcene,38.0,Limonene,38.0,,3.5,g,1,3.5,3.5,15.1,19.6,13.4,557.49,4Oz PET 61mm Jar with PP 59mm Lid,6.44,6.1,6.1,29.68,628582001750,10628582001757
CNB-00403298,0,Lemon Rocket 3.5g Dried Flower,0,Dried Flower,Dried Flower,200,260,mg/g,0,100,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael '71,Lemon Rocket,"Houston, we have lift-off! Meet our Lemon Rocket, a brand-new proprietary strain bred from premium Fuel and Cake genetics. Reeking of straight fuel with hints of lemony zing, Lemon Rocket is an especially terp-rich strain made with primo THC power. Love that big jar appeal? Dig on Lemon Rocket's BIG, bright-green buds coated in sparkling trichomes. Strap in, blaze up and chill out. So long, Earth, we'll catch you on the flip side. Sincerely, your groovy mission control.  All of our premium strains are hang dried, hand finished and hand bottled, so you only get the biggest, frostiest and stickiest buds. Every jar includes a humidity pack to help keep your buds fresher for longer.",Better / Mainstream,Hybrid,Lemon Rocket,Alberta,,,Limonene,65.0,Myrcene,35.0,Caryophyllene,32.0,,3.5,g,1,3.5,3.5,15.1,19.6,13.4,557.49,4Oz PET 61mm Jar with PP 59mm Lid,6.44,6.1,6.1,29.68,628582001743,10628582001740
CNB-00403516,0,Daily Special Balance 28.5g Oil,0,Oil or Spray,Oil,13.34,18.17,mg/g,13.43,18.17,mg/g,12,FALSE,FALSE,$311.52,$311.52,$25.96,$37.49, - , - ,Aurora Cannabis,Daily Special,Balanced Oil,"Daily Special Balanced Hybrid Oil is an affordable, ingestible cannabis extract offering a convenient, odourless and inhalation-free alternative to dried flower -- no accessories required. With a balanced ratio of THC to CBD, each drop delivers full-spectrum cannabinoids and terpenes carefully extracted from our best-selling sativa and indica strains using state-of-the-art, super-critical CO2 extraction. The extract is then diluted to the optimal concentration in medium-chain triglyceride (MCT) oil. Effects take longer than dried flower to kick in but are longer-lasting. To get started, simply place the desired dose under your tongue or in your favourite recipe. Remember to start slowly with a low dose.
",Good / Value,Hybrid,Blend,Ontario,,,,,,,,,,28.5,g,1,28.5,0.4,14.9,17.8,13.45,680,,7.41,4.1,3.2,12.31,629108209148,30629108209026
CNB-00403951,0,Rockstar Cookies 3 x 0.5 g Pre-Rolls,41,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$169.08,$169.08,$14.09,$20.49, - , - ,Aurora Cannabis,San Rafael '71,Rockstar Cookies,"Rockstar Cookies Pre-Rolls is a high-THC pre-roll pack that is ideal when on-the-go. Rockstar Cookies Pre-Rolls feature three pre-rolls per pack. Each 0.5g joint is packed with Rockstar Cookies, a popular high-THC indica strain. Every smooth burning pre-roll is expertly rolled and packed with only the finest milled whole bud, and never shake. Enjoy these smooth burning pre-rolls in our new sleek, lightweight tin -- with an included humidity pack to keep your buds fresher for longer.",Better / Mainstream,Indica,Rockstar Cookies,British Columbia,Pemberton,,Limonene,28.63,Caryophyllene,23.39,Myrcene,22.18,"Linalool:17.74,alpha Bisabolol:8.06",1.5,g,3,0.5,1.5,11.11,15.24,10.16,770,Tin,9.3,0,19.7,57.7,628582001538,10628582001535
CNB-00404770,0,Lemon Mech OG 3.5g Dried Flower,8,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,Drift,Lemon Mech OG,"Lemon Mech OG is a high-THC strain from Drift, bred from Lemon OG genetics. This hybrid strain is characterized by medium-sized, dark green and orange conical buds covered in a dense layer of trichomes. Lemon Mech OG's flavour profile consists of lemon, sour tangerines, cheese and vanilla notes -- derived from its primary terpenes, trans-caryophyllene, limonene, and alpha-humulene. Lemon Mech OG is grown and cultivated under the highest quality standards.",Good / Value,Hybrid,Lemon Mech OG,Ontario,,,Trans Caryophyllene,20.6,Limonene,15.4,Humulene,9.6,Alpha-Bisabolol,3.5,g,1,3.5,3.5,18.7,25.6,15.1,399.26,Gusset Pouch (PET + Metallic PET + Clear PE) with PE Zipper Flange,15.24,12.38,3.81,11.53,629108288143,30629108288021
CNB-00404940,0,San Rafael OG Chemdawg Live Resin 0.5 g Prefilled Vape Cartridge,0,Vape,Prefilled Vape Cartridge,700,800,mg/g,0,50,mg/g,12,FALSE,FALSE,$293.76,$293.76,$24.48,$34.99, - , - ,Aurora Cannabis,San Rafael '71,OG Chemdawg Live Resin Vape Cartridge,San Rafael OG Chemdawg Live Resin 0.5 g Prefilled Vape Cartridge,Better / Mainstream,Sativa,OG Chemdawg,Ontario,,,Caryophyllene,48.1,Linalool,28.1,Humulene,23.8,"Limonene,Bisabolol",0.5,g,1,0.5,2.0,15.24,10.16,11.11,764.07,"CR Tin 3PK PR, with EVA Foam Inner Tray",7.3,1.45,10.45,58.3,628582001576,10628582001573
CNB-00404941,0,Daily Special Lemon Haze Full Spectrum 1.0 g Prefilled Vape Cartridge,0,Vape,Prefilled Vape Cartridge,650,850,mg/g,0,30,mg/g,12,FALSE,FALSE,$293.76,$293.76,$24.48,$34.99, - , - ,Aurora Cannabis,Daily Special,Lemon Haze Full Spectrum Vape Cartridge,Daily Special Lemon Haze Full Spectrum 1.0 g Prefilled Vape Cartridge,Better / Mainstream,Sativa,Lemon Haze,Ontario,,,Terpinolene,46.8,Myrcene,36.7,Various,16.5,"b-Ocimene,limonene",1,g,1,1,4.0,14.92,3.81,12.43,370.98,"Plastic, Metallic PET + Clear PE with PE Zipper Flange",14.92,3.81,12.43,8.7,629108313142,30629108313020
CNB-00404942,0,Daily Special Evergreen Kush Full Spectrum 1.0 g Prefilled Vape Cartridge,0,Vape,Prefilled Vape Cartridge,650,850,mg/g,0,30,mg/g,12,FALSE,FALSE,$293.76,$293.76,$24.48,$34.99, - , - ,Aurora Cannabis,Daily Special,Evergreen Kush Full Spectrum Vape Cartridge,Daily Special Evergreen Kush Full Spectrum 1.0 g Prefilled Vape Cartridge,Better / Mainstream,Indica,Evergreen Kush,Ontario,,,Myrcene,75.9,Caryophyllene,11.7,Limonene,12.4,"a-Humulene,Pinene",1,g,1,1,4.0,14.92,3.81,12.43,370.98,"Plastic, Metallic PET + Clear PE with PE Zipper Flange",14.92,3.81,12.43,8.7,629108315146,30629108315024
CNB-00404944,0,Daily Special Orange CKS 1.0 g Prefilled Vape Cartridge,8,Vape,Prefilled Vape Cartridge,680,920,mg/g,0,30,mg/g,12,FALSE,FALSE,$302.64,$302.64,$25.22,$35.99, - , - ,Aurora Cannabis,Daily Special,Orange CKS Vape Cartridge,Daily Special Orange CKS 1.0 g Prefilled Vape Cartridge,Better / Mainstream,Indica,Orange CKS,Ontario,,,Terpinolene,47.0,Caryophyllene,32.0,Myrcene,21.0,"Limonene,Humulene",1,g,1,1,4.0,17.1,13.2,13.4,370.98,"Plastic, Metallic PET + Clear PE with PE Zipper Flange",14.92,3.81,12.43,8.7,629108296148,30629108296026
CNB-00405061,0,Sour Blueberry Soft Chews 4x4.8g,265,Edible,Soft Chews,8.5,10,mg,0,0.3,mg,12,FALSE,FALSE,$45.12,$45.12,$3.76,$5.99, - , - ,Aurora Cannabis,San Rafael '71,Sour Blueberry Live Resin Soft Chews,"Made from 100% Pink Kush live resin, Sour Blueberry soft chews are delicious, full spectrum treats with flavours of tangy sourness and sweet blueberries. Every Sour Blueberries pack includes 4 soft chews, each with 2.5 mg of THC and coated generously in tangy sour crystals. Sour Blueberry soft chews are made from 100% fresh frozen whole plant cannabis with a state-of-the-art extraction process, so you can taste and enjoy the full spectrum of cannabinoids, terpenes, and flavonoids. Every Sour Blueberries soft chew is evenly dosed for a consistent experience.",Better / Mainstream,Indica,Pink Kush,Alberta,Leduc,,,,,,,,,19.2,g,4,4.8,1.5,16.51,15.24,11.43,390,Pillow Pouch (OPP + Metallic PET + Clear PE) with PE Zipper Flange,13.97,10.16,0.95,5,628582001989,10628582001986
CNB-00405062,0,Sour Cherry Soft Chews 4x4.8g,27,Edible,Soft Chews,8.5,10,mg,0,2,mg,12,FALSE,FALSE,$45.12,$45.12,$3.76,$5.99, - , - ,Aurora Cannabis,San Rafael '71,Sour Cherry Live Resin Soft Chews,"Sour Cherry by San Rafael '71 is a 4-pack of tasty Soft Chews, each infused with our Pink Kush live resin and for 2.5 mg of THC per soft chew with sour and cherry flavours.",Better / Mainstream,Indica,Pink Kush,Alberta,Leduc,,,,,,,,,19.2,g,4,4.8,1.5,16.51,15.24,11.43,390,Pillow Pouch (OPP + Metallic PET + Clear PE) with PE Zipper Flange,13.97,10.16,0.95,5,628582001996,10628582001993
CNB-00405063,0,Sour Peach Soft Chews 4x4.8g,0,Edible,Soft Chews,8.5,10,mg,0,0.3,mg,12,FALSE,FALSE,$45.12,$45.12,$3.76,$5.99, - , - ,Aurora Cannabis,San Rafael '71,Sour Peach Live Resin Soft Chews,"Made from 100% Pink Kush live resin, Sour Peach soft chews are delicious, full spectrum treats with flavours of tangy sourness and juicy peach fruit. Every Sour Peach pack includes 4 soft chews , each with 2.5 mg of THC and coated generously in sour crystals. Sour Peach gummies are made from 100% fresh frozen whole plant cannabis with a state-of-the-art extraction process, so you can taste and enjoy the full spectrum of cannabinoids, terpenes, and flavonoids. Every Sour Peach soft chew is evenly dosed for a consistent experience.",Better / Mainstream,Indica,Pink Kush,Alberta,Leduc,,,,,,,,,19.2,g,4,4.8,1.5,16.51,15.24,11.43,390,Pillow Pouch (OPP + Metallic PET + Clear PE) with PE Zipper Flange,13.97,10.16,0.95,5,628582001972,10628582001979
CNB-00405668,0,San Rafael '71 VP Lemon Rocket Live Resin 1.0 g Prefilled Vape Cartridge,51,Vape,Prefilled Vape Cartridge,650,750,mg/g,0,30,mg/g,12,FALSE,FALSE,$419.76,$419.76,$34.98,$49.99, - , - ,Aurora Cannabis,San Rafael '71,Lemon Rocket Live Resin Vape Cartridge,"An invigorating blast of lemon and fuel, Lemon Rocket Live Resin 510 Cartridge is made with pure live resin extract derived from our own Lemon Rocket flower, delivering an authentic, true-to-plant taste of lemon and fuel. San Rafael 71's Live Resin is made from fresh frozen cannabis flower using an in-house hydro-carbon extraction system designed to maximize cannabinoids and terpene content. There are no dilutants, flavours, or chemicals added, and the live resin is never mixed or combined with distillate. This is a pure live resin vape experience delivering true-to-cultivar flavour for the discerning vape enthusiast. Compatible with 510 thread devices. Device not included.
",Better / Mainstream,Sativa,Lemon Rocket,Ontario,,,Limonene,52.0,Myrcene,27.0,Linalool,22.0,,1,g,1,1,4.0,16.51,15.24,11.43,370.54,Pillow Pouch (OPP + Metallic PET + Clear PE) with PE Zipper Flange,13.97,10.16,0.95,5,628582002092,10628582002099
CNB-00405840,0,Pomegranate Berry 10 x 10mg Glitches,0,Capsule or Soft Gel,Capsules,10,10,mg/capsule,0,3,mg/capsule,12,FALSE,FALSE,$142.20,$142.20,$11.85,$16.99, - , - ,Aurora Cannabis,Drift,Pomegranate Berry Glitches,Pomegranate Berry Glitches,Better / Mainstream,Sativa,Blend,Ontario,,,,,,,,,,43,g,10,4.3,2.9,15.1,19.6,13.4,365.1,OPP + Metalic PET,15.24,12.38,3.81,52.03,629108336141,30629108336029
CNB-00406452,0,Daily Special Nightmare Fuel 1.0 g Prefilled Vape Cartridge,89,Vape,Prefilled Vape Cartridge,700,850,mg/g,0,30,mg/g,12,FALSE,FALSE,$293.76,$293.76,$24.48,$34.99, - , - ,Aurora Cannabis,Daily Special,Nightmare Fuel Full Spectrum Vape Cartridge,"Daily Special's Nightmare Fuel Full Spectrum is a high-THC vape, made using state-of-the-art CO2 extraction for a low price. As a full spectrum vape, Nightmare Fuel delivers true-to-plant notes of gas and chem, with a sour taste and additional nutty and musky undertones from GMO x Fuel genetics. Each Nightmare Fuel Full Spectrum Vape comes in a large 1-gram cartridge, so you can get more bang for your buck. All Nightmare Fuel 510 cartridges are built with high-quality construction for a consistent and dependable experience.
",Good / Value,Indica,Nightmare Fuel,Ontario,,,Limonene,63.0,Caryophyllene,24.0,Alpha/Beta Pinene,13.0,Myrcene,1,g,1,1,4.0,13.4,17.1,13.2,370.54,OPP + Metallic PET + Clear PE),12.43,14.92,3.81,22.77,629108238148,30629108238026
CNB-00406541,0,Mixed Sour Cherry and Peach Live Resin Soft Chews - 4 x 4.75g,250,Edible,Soft Chews,10,10,mg,0,0.3,mg,12,TRUE,FALSE,$45.12,$45.12,$3.76,$5.99, - , - ,Aurora Cannabis,San Rafael '71,Sour Cherry and Peach Live Resin Soft Chews,"Sour Cherry and Sour Peach Live Resin Soft Chewsby San Rafael '71 is a 4-pack of 2x Sour Cherry and 2x Sour Peach flavoured Soft Chews each infused with pure and premium Pink Kush Live Resin extract.  Soft and chewy, every soft chew comes dusted in tangy crystals delivering sour flavour with minimal cannabis aftertaste. Our live resin is made from fresh frozen cannabis flower using a closed-loop hydrocarbon extraction system designed to maximize cannabinoid and terpene content.",Better / Mainstream,Indica,Pink Kush,Alberta,,,,,,,,,,19,g,4,4.75,1.3,16.51,15.24,11.43,389.1,OPP + Metallic PET + Clear PE,13.97,0,0.95,5,628582002115,10628582002112
CNB-00406542,0,Spicy mango Chilli Soft Chews - 2 x 4.8g,165,Edible,Soft Chews,10,10,mg,0,0.3,mg,12,TRUE,FALSE,$33.60,$33.60,$2.80,$4.49, - , - ,Aurora Cannabis,Daily Special,Spicy Mango Chilli Soft Chews,"Daily Special's Spicy Mango Soft Chews is a 2-pack of spicy, fruit-flavoured soft chews at a great, low price. Each gummy is infused with 5 mg THC -- and a blend of sweet tropical fruit mixed with a spicy chili kick. Made from our high-quality cannabis extract and evenly dosed for a consistent and reliable experience.",Better / Mainstream,Sativa,Soft Chews,Alberta,,,,,,,,,,9.6,g,2,4.8,0.6,16.51,15.24,11.43,264.7,OPP + Metallic PET + Clear PE,13.97,0,0.95,5,629108333140,30629108333028
CNB-00600001,0,Argyle 2.5 mg x 15 Caps,47,Capsule or Soft Gel,Soft Gel,2.5,2.5,mg/capsule,2,4,mg/capsule,24,FALSE,FALSE,$195.60,$195.60,$8.15,$11.99, - , - ,Tweed,Tweed,Argyle,"An indica-dominant strain with a balanced THC-to-CBD ratio, Argyle's clove-like notes are layered with earthy hints from myrcene that add complexity and depth to these softgels.",Better / Mainstream,Indica,Nordle,Ontario,,,Myrcene,53.0,Alpha/Beta Pinene,25.0,Caryophyllene,16.0,Limonene (Citrus),2.25,g,15,0.15,0.03,15.56,15.09,20.66,2300,,7.2,4.9,4.9,52.5,688083001116,10688083001113
CNB-00600264,0,Bakerstreet 20 mL Oral Spray Oil,3,Oil or Spray,Oral Spray,25,25,mg/mL,0,1,mg/mL,24,FALSE,FALSE,$534.00,$534.00,$22.25,$31.99, - , - ,Tweed,Tweed,Bakerstreet,"Bakerstreet's juniper scent pairs perfectly with its dense, deep green buds. This oil spray is crafted with care from this indica-dominant THC strain.
",Better / Mainstream,Indica,Hindu Kush,Ontario,,,Myrcene,61.0,Alpha/Beta Pinene,11.0,Caryophyllene,3.0,"Limonene (Citrus),Terpinolene (Pine/Citrus)",20,ml,1,20,0.27,11.9,23.9,16.6,1130,,10.8,3.9,3.9,40,688083002649,10688083002646
CNB-00600265,0,Houndstooth 20 mL Oral Spray Oil,10,Oil or Spray,Oral Spray,25,25,mg/mL,0,1,mg/mL,24,FALSE,FALSE,$534.00,$534.00,$22.25,$31.99, - , - ,Tweed,Tweed,Houndstooth,"Made with Houndstooth, a sativa-dominant THC strain, this oil spray has a sweet, earthy scent with notes of clove, pine and citrus.
",Better / Mainstream,Sativa,Candyland,Ontario,,,Myrcene,52.0,Caryophyllene,15.0,Alpha/Beta Pinene,12.0,Limonene (Citrus),20,ml,1,20,0.27,11.9,23.9,16.6,1130,,10.8,3.9,3.9,40,688083002656,10688083002653
CNB-00600266,0,Penelope 20 mL Oral Spray Oil,154,Oil or Spray,Oral Spray,25,25,mg/mL,15,25,mg/mL,24,FALSE,FALSE,$534.00,$534.00,$22.25,$31.99, - , - ,Tweed,Tweed,Penelope,"A well-balanced hybrid, this Penelope oil has a piney aroma complemented by notes of citrus fruit.",Better / Mainstream,Hybrid,CBD Skunk Haze,Ontario,,,Alpha/Beta Pinene,50.0,Myrcene,23.0,Caryophyllene,15.0,Limonene (Citrus),20,ml,1,20,0.27,11.9,23.9,16.6,1130,,10.8,3.9,3.9,40,688083002632,10688083002639
CNB-00600270,0,Twd. Indica 3.5g Dried Flower,116,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$151.08,$151.08,$12.59,$17.99, - , - ,Tweed,Twd.,Indica,"Twd. Indica is a THC-dominant strain. Good wd. No extras.
",Good / Value,Indica,Rotating Single Strain,Ontario,,,Myrcene,32.0,Selinadienes,22.0,Terpinolene,20.0,"para-Cymenene,ocimenes",3.5,g,1,3.5,3.5,15.09,22.23,14.93,1370,,7.6,7,7,67,688083002328,10688083002325
CNB-00600271,0,Twd. Indica 7g Dried Flower,100,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$285.60,$285.60,$23.80,$33.99, - , - ,Tweed,Twd.,Indica,"Twd. Indica is a THC-dominant strain. Good wd. No extras.
",Good / Value,Indica,Rotating Single Strain,Ontario,,,Myrcene,32.0,Selinadienes,22.0,Terpinolene,20.0,"para-Cymenene,ocimenes",7,g,1,7,7.0,19.21,22.23,14.93,1570,,9.4,7,7,74,688083002335,10688083002332
CNB-00600272,0,Twd. Indica 15g Dried Flower,79,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,6,FALSE,FALSE,$264.60,$264.60,$44.10,$62.99, - , - ,Tweed,Twd.,Indica,"Twd. Indica is a THC-dominant strain. Good wd. No extras.
",Good / Value,Indica,Rotating Single Strain,Ontario,,,Myrcene,32.0,Selinadienes,22.0,Terpinolene,20.0,"para-Cymenene,ocimenes",15,g,1,15,15.0,11.75,22.23,14.93,870,,12.5,7,7,65,688083002311,10688083002318
CNB-00601828,0,Twd. Indica 28 g Dried Flower,208,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,6,FALSE,FALSE,$419.94,$419.94,$69.99,$99.99, - , - ,Tweed,Twd.,Indica,"Twd. Indica is a THC-dominant strain. Good wd. No extras.
",Good / Value,Indica,Rotating Single Strain,Ontario,,,Myrcene,32.0,Selinadienes,22.0,Terpinolene,20.0,"para-Cymenene,ocimenes",28,g,1,28,28.0,22.86,23.9,16.2,570,PET,22.86,15.24,7.62,12,688083003967,10688083003964
CNB-00600277,0,Twd. Sativa 3.5g Dried Flower,144,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$151.08,$151.08,$12.59,$17.99, - , - ,Tweed,Twd.,Sativa,Twd. Sativa is a THC-dominant strain. Good wd. No extras.,Good / Value,Sativa,Rotating Single Strain,Ontario,,,Myrcene (Earthy/Musky),46.0,Selinadienes,20.0,Pinene,12.0,"Caryophyllene,Santalene",3.5,g,1,3.5,3.5,15.09,22.23,14.93,1370,,7.6,7,7,67,688083002359,10688083002356
CNB-00600278,0,Twd. Sativa 7g Dried Flower,172,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$285.60,$285.60,$23.80,$33.99, - , - ,Tweed,Twd.,Sativa,Twd. Sativa is a THC-dominant strain. Good wd. No extras.,Good / Value,Sativa,Rotating Single Strain,Ontario,,,Myrcene (Earthy/Musky),46.0,Selinadienes,20.0,Pinene,12.0,"Caryophyllene,Santalene",7,g,1,7,7.0,19.21,22.23,14.93,1570,,9.4,7,7,74,688083002366,10688083002363
CNB-00600279,0,Twd. Sativa 15g  Dried Flower,105,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,6,FALSE,FALSE,$264.60,$264.60,$44.10,$62.99, - , - ,Tweed,Twd.,Sativa,Twd. Sativa is a THC-dominant strain. Good wd. No extras.,Good / Value,Sativa,Rotating Single Strain,Ontario,,,Myrcene (Earthy/Musky),46.0,Selinadienes,20.0,Pinene,12.0,"Caryophyllene,Santalene",15,g,1,15,15.0,11.75,22.23,14.93,870,,12.5,7,7,65,688083002342,10688083002349
CNB-00601829,0,Twd Sativa 28 g Dried Flower,240,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,6,FALSE,FALSE,$419.94,$419.94,$69.99,$99.99, - , - ,Tweed,Twd.,Sativa,Twd. Sativa is a THC-dominant strain. Good wd. No extras.,Good / Value,Sativa,Rotating Single Strain,Ontario,,,Myrcene (Earthy/Musky),46.0,Selinadienes,20.0,Pinene,12.0,"Caryophyllene,Santalene",28,g,1,28,28.0,22.86,23.9,16.2,570,PET,22.86,15.24,7.62,12,688083003950,10688083003957
